ID,Total Length (bp)
43337.0,978787205.0
2613991.0,620090669.0
346820.0,909491733.0
2585938.0,411088023.0
78482.0,113676565.0
414801.0,662142265.0
33423.0,309419125.0
988016.0,500509294.0
753216.0,858026449.0
1936067.0,254988207.0
229834.0,127130782.0
1428135.0,130898389.0
1594315.0,787875430.0
572802.0,531706245.0
103846.0,127516150.0
2848635.0,155894680.0
65598.0,307570237.0
987436.0,509238608.0
7239.0,162766176.0
2201506.0,311656717.0
62749.0,587101098.0
1271715.0,552637417.0
7235.0,137203734.0
108974.0,510361104.0
934814.0,423092927.0
875924.0,438113995.0
577144.0,127540636.0
64902.0,192639440.0
686820.0,243111512.0
418985.0,352534912.0
2905843.0,319979791.0
1564500.0,362665999.0
307244.0,134345277.0
27454.0,707949400.0
307491.0,308063827.0
996777.0,270734645.0
2585880.0,357243545.0
272197.0,308139977.0
355034.0,292344189.0
311477.0,145052346.0
2768093.0,24895945.0
987893.0,426240943.0
2585934.0,9408243.0
30033.0,164292578.0
295995.0,757844310.0
204949.0,432225501.0
2585901.0,335209363.0
1349872.0,260222276.0
1250587.0,83010846.0
374264.0,442946703.0
441921.0,239776993.0
934957.0,356234577.0
1729666.0,145403289.0
35527.0,167568272.0
1397758.0,22621776.0
88501.0,336521443.0
150430.0,1276116527.0
2586000.0,55053328.0
934821.0,491331676.0
273748.0,4805175703.0
2233755.0,96200286.0
104460.0,421170847.0
143722.0,219787140.0
38839.0,161337394.0
7200.0,154229266.0
44670.0,480811620.0
129452.0,265141860.0
103414.0,760873813.0
6735.0,1407497722.0
1717430.0,213154659.0
2585877.0,349587101.0
2581074.0,144991384.0
1190784.0,316020160.0
2928380.0,59665063.0
208979.0,290468881.0
111881.0,392919256.0
460134.0,93036702.0
159736.0,1985027095.0
1594294.0,721164914.0
34609.0,2452025271.0
7111.0,368226961.0
753223.0,390296084.0
2839236.0,494325353.0
1560151.0,451494475.0
46797.0,135440990.0
41895.0,149377654.0
47316.0,236786485.0
148810.0,299550189.0
7067.0,287839991.0
2495127.0,321260028.0
354953.0,360822755.0
878362.0,671082430.0
198291.0,486846283.0
133978.0,159932432.0
1118640.0,262914857.0
467774.0,312410734.0
531929.0,326199551.0
2561799.0,388147487.0
721137.0,398325470.0
62625.0,365585945.0
2613987.0,65041473.0
2578229.0,294920171.0
1569972.0,127639493.0
878341.0,624046445.0
2705558.0,188600971.0
447833.0,419910063.0
519093.0,841335030.0
1767016.0,719206948.0
987420.0,800220625.0
1825285.0,39721039.0
88024.0,258540296.0
2585858.0,181721844.0
1857967.0,626923680.0
2056227.0,538113891.0
591002.0,259885974.0
141258.0,973353019.0
1875375.0,604293666.0
3050897.0,21539563.0
211228.0,160731354.0
1758162.0,1417452.0
1206372.0,541393943.0
43146.0,326023155.0
2201601.0,418377231.0
2494894.0,242636534.0
1178041.0,397153904.0
177283.0,2958575204.0
2585854.0,248064589.0
30025.0,152439475.0
331285.0,340193325.0
355196.0,387644561.0
30191.0,297349773.0
462259.0,155550413.0
169498.0,230965604.0
2585896.0,195323652.0
627735.0,4290777887.0
128991.0,207887661.0
33439.0,582151197.0
193234.0,185796206.0
1427173.0,282852855.0
334610.0,117215550.0
2905855.0,337318780.0
1858094.0,936717301.0
7048.0,770550206.0
334625.0,196724551.0
51622.0,1108424710.0
742174.0,300287294.0
60843.0,678736045.0
559696.0,422395093.0
189913.0,643059204.0
444401.0,238273182.0
75166.0,1038231360.0
1226670.0,150710186.0
407821.0,2738704917.0
987872.0,683223563.0
326963.0,551971097.0
987419.0,603219367.0
6723.0,3336744225.0
7216.0,161264264.0
104476.0,485385411.0
707269.0,119225823.0
52734.0,305577324.0
2586016.0,371329891.0
198635.0,504353716.0
1875599.0,273010349.0
34613.0,514506549.0
6859.0,1083961664.0
