ID,Total Length (bp)
186038.0,10223.0
159749.0,92185637.0
2742595.0,47133574.0
210441.0,68419761.0
29204.0,171139483.0
2850.0,27820512.0
1486917.0,74831031.0
2809013.0,61867837.0
267567.0,64991942.0
426638.0,41153800.0
2856.0,55068444.0
2872254.0,30627229.0
265525.0,37735205.0
303400.0,41156031.0
297518.0,29210371.0
2109649.0,98377760.0
303405.0,99915782.0
33640.0,66879591.0
2853.0,48249611.0
1531304.0,52892417.0
2843.0,51134913.0
183589.0,56765209.0
210448.0,62107879.0
913975.0,30158221.0
568900.0,125572603.0
517775.0,91430650.0
1519565.0,49736633.0
739278.1851851852,62095272.18518519
,1676572349.0
