ID,Total Length (bp)
7670.0,1044176929.0
72669.0,319630719.0
60567.0,453101525.0
7653.0,999463329.0
72673.0,1592177811.0
273752.0,774611544.0
7710.0,338973358.0
335713.0,2684526435.0
42201.0,1597988068.0
269548.0,1181446114.0
2665651.0,975746094.0
35052.0,1240294433.0
7604.0,390768305.0
7612.0,401943971.0
1497336.0,171204695.0
7654.0,1061195396.0
2723838.0,471203137.0
105949.0,271914524.0
1266684.0,2764315159.0
7609.0,501817965.0
1902855.0,171706426.0
240144.0,719130506.0
466999.0,561050340.0
2723955.0,597070271.0
7700.0,575466867.0
869196.0,1232190579.0
7671.0,1038066591.0
2743191.0,1106931595.0
136944.0,556583726.0
2665490.0,460520177.0
7614.0,483883685.0
1529436.0,589628371.0
133434.0,383843944.0
7602.0,491537102.0
571810.0,948570139.0
1769963.0,1444872263.0
7611.0,549802912.0
7632.0,2187261492.0
576896.0,1252116408.0
46519.0,949333185.0
7650.0,568911661.0
31175.0,885842048.0
1902835.0,873088235.0
7635.0,897798483.0
105358.0,1722311398.0
7616.0,508794730.0
105361.0,760415207.0
2497127.0,500183690.0
861515.0,1574763175.0
7668.0,921840143.0
7594.0,615361208.0
2032702.0,786374980.0
7634.0,1064235828.0
1401014.0,1184528790.0
42394.0,1404964302.0
566292.0,689130727.0
307972.0,664370087.0
206669.0,1391422550.0
861512.0,734575371.0
31192.0,1074346208.0
7656.0,5482245.0
46514.0,811028858.0
1328066.0,739864140.0
607602.5079365079,887550796.0952381
,55915700154.0
