ID,Total Length (bp)
12930.0,1129535839.0
9031.0,1021022236.0
90714.0,547234471.0
166060.0,1091637667.0
433686.0,375589284.0
331036.0,2668877089.0
72089.0,746044620.0
261741.0,2856254458.0
38600.0,2651331.0
266349.0,1031697788.0
1303000.0,2571103617.0
2946519.0,2627435606.0
61853.0,2962077449.0
167848.0,705940351.0
173339.0,652811564.0
38776.0,2605760.0
188568.0,2187325338.0
59538.0,2696869832.0
93163.0,2471704417.0
66299.0,886375671.0
591309.0,1737166098.0
927817.0,947077964.0
27787.0,2296226205.0
100826.0,1109114366.0
1176755.0,546506150.0
66440.0,2873326854.0
13114.0,1108045951.0
221966.0,1065444583.0
591305.0,1778661350.0
195615.0,602147347.0
390433.0,1656731877.0
2946515.0,2632804724.0
9483.0,2914958544.0
989338.0,2209297247.0
43150.0,1043753555.0
399590.0,1196327574.0
59534.0,2707165964.0
29089.0,2668667883.0
91727.0,738988768.0
247094.0,3210867089.0
693712.0,2761708002.0
52100.0,1079203562.0
261198.0,1190545496.0
72085.0,782955195.0
40693.0,833234898.0
183150.0,813986518.0
591273.0,1571342761.0
240154.0,428916835.0
375764.0,1135435641.0
309899.0,688901154.0
27749.0,679715219.0
8508.0,4272214985.0
57421.0,1062961556.0
34805.0,719344519.0
10183.0,2389366989.0
208468.0,692097234.0
109274.0,444667964.0
64683.0,2582196772.0
2588674.0,616408618.0
155067.0,789582148.0
419331.0,1660602432.0
32553.0,1706055.0
117165.0,1056033657.0
105023.0,5252863.0
9315.0,3075184024.0
36226.0,2902804697.0
42526.0,2314107020.0
34773.0,852425339.0
2777736.0,610307269.0
185739.0,591893695.0
466964.0,644200390.0
223567.0,1319643.0
57068.0,1035876403.0
9502.0,2646563014.0
43165.0,1089970646.0
72072.0,791387913.0
2862888.0,1655258957.0
48427.0,1041284291.0
2946520.0,2616806434.0
1548953.0,1597840343.0
10141.0,2723202840.0
13095.0,1104676189.0
30611.0,2519724550.0
76066.0,2555516698.0
1215352.0,1188079666.0
591330.0,1721996784.0
671078.0,1096228723.0
129333.0,1380678911.0
175120.0,1036547706.0
37578.0,1294804326.0
309862.0,1116363512.0
7906.0,1732545901.0
27606.0,2603848905.0
65378.0,1083679414.0
9172.0,1036755994.0
518698.0,1216086257.0
312124.0,1061776118.0
1107398.0,1341585938.0
170866.0,1164777306.0
394703.0,777084423.0
99882.0,1032473302.0
33560.0,1600640.0
9319.0,1599726.0
9813.0,3705616399.0
2943266.0,1687367240.0
30317.0,1075972709.0
559344.0,713931601.0
185735.0,428791846.0
211877.0,1112797561.0
72108.0,801744738.0
381026.0,1074585929.0
52224.0,2189995079.0
34809.0,693547641.0
279933.0,1192396480.0
152463.0,672407299.0
670356.0,1024611247.0
456388.0,1046027905.0
287481.0,717162431.0
38616.0,1082883.0
179890.0,2373187502.0
7725.0,340475108.0
240486.0,695906706.0
316378.0,1428920636.0
48915.0,788409606.0
30455.0,1141395646.0
33581.0,1091975655.0
27753.0,710602812.0
238065.0,804893255.0
500334.0,1915228381.0
228317.0,1095826178.0
930266.0,1078246036.0
43321.0,2834814551.0
642563.0,1178126082.0
245772.0,497017876.0
100830.0,853786400.0
309841.0,1146651953.0
2126561.0,569184832.0
68045.0,664310370.0
50790.0,910763285.0
44397.0,1082752064.0
127875.0,1055621819.0
8018.0,1853087674.0
678588.0,1108161716.0
1266862.0,748563532.0
9946.0,2867754166.0
1549196.0,1115194763.0
9521.0,2584609027.0
42473.0,2335628.0
394698.0,788231101.0
9240.0,1209857164.0
9495.0,2684989308.0
34792.0,679688995.0
229290.0,784187114.0
75832.0,1135966646.0
367197.0,395092285.0
68728.0,2457343285.0
1347786.0,1047533504.0
181119.0,1042980823.0
211658.0,852583483.0
283765.0,972309943.0
2591253.0,670027775.0
2969112.0,784727934.0
2364103.0,757536933.0
461239.0,1040437550.0
1743254.0,995897499.0
280673.0,657041210.0
176015.0,1169445099.0
30338.0,3796774568.0
7729.0,119682510.0
72093.0,773410464.0
36205.0,656996731.0
349666.0,346335180.0
9988.0,2848420111.0
52097.0,733966204.0
2700040.0,405532174.0
210652.0,2448211634.0
34765.0,70471451.0
2997257.0,2407891554.0
9809.0,2523368007.0
163112.0,437480619.0
106734.0,2300745855.0
3064031.0,1200028197.0
55782.0,1954334.0
32545.0,1797674.0
419327.0,1647501891.0
241442.0,448565924.0
103215.0,907895899.0
428384.0,24258155.0
34813.0,694207251.0
1552295.0,2395140990.0
51996.0,691852649.0
303305.0,1182257092.0
109475.0,1515382512.0
420105.0,706389436.0
72873.0,1135351544.0
56720.0,768243328.0
48698.0,748923461.0
591326.0,1566565743.0
10157.0,2903175784.0
46287.0,1324550020.0
309878.0,1122590461.0
171122.0,2105886965.0
107377.0,1232026665.0
61376.0,2428304365.0
9275.0,3376725167.0
41426.0,2435099834.0
72064.0,805126900.0
662061.0,1053394660.0
171643.0,1816888593.0
59517.0,3882338275.0
9514.0,3058667321.0
314003.0,794182217.0
248153.0,1066295304.0
2162900.0,2306554743.0
56350.0,1241682339.0
9279.0,3139221772.0
1983395.0,3634101053.0
233779.0,765304928.0
458196.0,1109599764.0
27610.0,2036276931.0
8284.0,986916285.0
143344.0,481359663.0
57865.0,680893978.0
9773.0,2265788366.0
32549.0,2116691.0
1606681.0,730818387.0
670340.0,1327552066.0
425643.0,1198770542.0
52232.0,2691612091.0
244513.0,656853181.0
658925.0,1094081176.0
559352.0,686328513.0
2943270.0,1003429108.0
9805.0,3060207893.0
30301.0,579633380.0
257977.0,798403686.0
38623.0,963506.0
29064.0,2433972596.0
358128.0,3031512012.0
47230.0,2620579938.0
371919.0,1048530562.0
293468.0,707439858.0
171275.0,1193282475.0
88682.0,302363458.0
