ID,Total Length (bp)
295327.0,441407051.0
34282.0,664724314.0
180540.0,758710152.0
163089.0,518930416.0
50459.0,167352128.0
207710.0,707161903.0
989334.0,1621268297.0
459629.0,660509584.0
262921.0,532293122.0
182163.0,533590324.0
4538.0,347321046.0
33125.0,336483946.0
1406276.0,309996912.0
62335.0,3924189457.0
883000.0,283323681.0
3357.0,14673225455.0
289672.0,1075401999.0
4442.0,3062747348.0
261450.0,935659790.0
91218.0,528151479.0
1262659.0,986199717.0
1489818.0,431079378.0
2303038.0,629610493.0
881201.0,606465641.0
120290.0,443755635.0
112253.0,566446937.0
362788.0,526356977.0
106549.0,674411566.0
3668.0,313386576.0
200751.0,329824126.0
152274.0,1018422309.0
34275.0,2315094184.0
3218.0,477721153.0
168488.0,853754563.0
34168.0,1744989973.0
1291450.0,293205786.0
13427.0,1278752569.0
53867.0,399072126.0
3712.0,554977060.0
91214.0,539433174.0
235358.0,529773286.0
74822.0,1372414916.0
210380.0,614350342.0
270110.0,164468807.0
75948.0,2165762035.0
4024.0,626454929.0
218843.0,544584283.0
29730.0,773767704.0
3847.0,1011793938.0
116762.0,2092299067.0
34320.0,480235061.0
126421.0,622795326.0
57926.0,237424158.0
98583.0,470350250.0
1813533.0,509633549.0
3885.0,423735710.0
59496.0,256958080.0
1477589.0,121494831.0
4522.0,2277545291.0
155132.0,652796637.0
2768047.0,692604850.0
183827.0,472516737.0
47633.0,2261080708.0
13715.0,1161357243.0
1401403.0,1079479909.0
54988.0,358393232.0
72930.0,619561997.0
128810.0,530659635.0
1520601.0,17681130.0
651555.0,237960565.0
80754.0,370750808.0
230663.0,876890068.0
126418.0,737470202.0
490841.0,904239620.0
34319.0,435421386.0
3708.0,975804240.0
1472648.0,726710453.0
56041.0,655756233.0
1040647.0,1181221997.0
980011.0,3475153191.0
435756.0,747771851.0
3908.0,1541180487.0
172797.0,846249028.0
13894.0,1839172334.0
492479.0,518069894.0
862910.0,645983249.0
159041.0,373170204.0
106553.0,637756398.0
382126.0,1688913821.0
161756.0,244177058.0
586526.0,192127358.0
34315.0,441067036.0
93036.0,1779762036.0
60424.0,774886980.0
151069.0,470368600.0
2570597.0,877460039.0
4121.0,194325437.0
85681.0,301364702.0
154765.0,2017999361.0
3942.0,312359964.0
3634.0,2210132348.0
198562.0,799686545.0
132429.0,299059313.0
151332.0,239885147.0
3197.0,225760816.0
1279181.0,915501528.0
396370.0,962520276.0
184485.0,173751473.0
1240361.0,274541035.0
4682.0,16243182905.0
3332.0,20455103684.0
55670.0,389853229.0
305802.0,1244871860.0
171973.0,853347554.0
183854.0,397939372.0
4679.0,14937426752.0
75702.0,495875768.0
56032.0,692885427.0
4373.0,527179592.0
122814.0,207934454.0
35925.0,2271999910.0
160571.0,2135834059.0
200642.0,2687664729.0
160366.0,2375230.0
4568.0,5115539301.0
3014250.0,2969062790.0
385388.0,2889508820.0
880440.0,815414690.0
126270.0,1075010735.0
2303051.0,930925998.0
2654256.0,507240563.0
39919.0,769231190.0
336973.0,4869370.0
15368.0,218015378.0
74647.0,739637845.0
1291435.0,367332980.0
38873.0,867455155.0
171969.0,1140736316.0
75699.0,338887006.0
4083.0,913880739.0
119999.0,1526120517.0
38705.0,1908065318.0
123604.0,10482695751.0
3996.0,348068331.0
28501.0,779711099.0
2759587.0,6272107417.0
61141.0,337569304.0
408488.0,304185586.0
681482.0,417644321.0
36610.0,488422409.0
53036.0,395135179.0
192314.0,304538963.0
103490.0,889842715.0
4431.0,843666455.0
449839.0,1112671400.0
99300.0,2646829160.0
1775858.0,736230911.0
39388.0,498659160.0
4392.0,1234331911.0
4547.0,6804885551.0
38414.0,603072269.0
266788.0,539624286.0
45988.0,4700441.0
2589525.0,624499352.0
23211.0,487940690.0
4572.0,3747047519.0
52299.0,571098892.0
55438.0,244675974.0
2660567.0,603738297.0
229202.0,582668408.0
76974.0,315806082.0
3311.0,2638059399.0
39875.0,875227194.0
85571.0,344273335.0
561126.0,666810905.0
123498.0,1973393398.0
586396.0,684024354.0
1641373.0,2341873899.0
284492.0,461064704.0
206008.0,535889049.0
29760.0,494873210.0
1237849.0,1351252803.0
164405.0,362036213.0
981085.0,320378613.0
419125.0,368003157.0
3617.0,1177687305.0
1812841.0,480796280.0
70124.0,488321907.0
38846.0,267196017.0
49511.0,447704914.0
51121.0,1238081721.0
3316.0,9095911847.0
4362.0,605730051.0
2589496.0,712302707.0
4214.0,1657819354.0
106141.0,613383055.0
4109.0,729602650.0
42345.0,555607186.0
2303040.0,698891718.0
161934.0,399744790.0
337188.0,3028449525.0
171251.0,406057947.0
2589458.0,883245493.0
300977.0,1420689326.0
1471846.0,884866973.0
308297.0,498312484.0
228709.0,215976352.0
185774.0,707411631.0
190884.0,361245353.0
71234.0,1253447858.0
311912.0,184155600.0
3625.0,604217145.0
38874.0,855147449.0
3144.0,74330326.0
98029.0,199441649.0
28470.0,450652285.0
374723.0,1226894857.0
40148.0,388593428.0
457242.0,1846672260.0
4084.0,688247059.0
63678.0,157630095.0
434234.0,505281571.0
44947.0,1132240410.0
482298.0,494938021.0
109849.0,1001301599.0
4540.0,854793052.0
192269.0,816101522.0
57948.0,238565318.0
1125905.0,823403505.0
165365.0,152783568.0
303139.0,248325943.0
360622.0,1629177483.0
62889.0,769438149.0
345311.0,1295497707.0
175755.0,942822506.0
473980.0,439653899.0
155764.0,558866919.0
645647.0,342826987.0
67428.0,266793334.0
28529.0,1213742607.0
882375.0,337010935.0
272863.0,710151787.0
3517.0,611874127.0
28980.0,26549681935.0
106636.0,704812868.0
413958.0,279939462.0
4202.0,10747735503.0
154293.0,1284285095.0
1627839.0,1132146149.0
336974.0,4772315.0
4113.0,772252986.0
906938.0,1694853883.0
29771.0,1325903.0
42229.0,272361615.0
347648.0,293578849.0
37334.0,345757338.0
112874.0,1219357132.0
241073.0,610844476.0
158149.0,646899508.0
345143.0,3111493075.0
29786.0,296983758.0
86752.0,1839595854.0
36777.0,553696299.0
88731.0,24405841842.0
71354.0,398904276.0
2864041.0,210445586.0
455371.0,798470440.0
4556.0,395731502.0
43891.0,248240892.0
1184610.0,664963084.0
2518020.0,952401775.0
479676.0,674982489.0
44951.0,571388321.0
3522.0,282810774.0
89674.0,2438467165.0
155299.0,1325681069.0
3335.0,19730003128.0
28977.0,11548046079.0
59689.0,243772934.0
557876.0,550389588.0
103481.0,788783505.0
43853.0,391319776.0
100465.0,400738532.0
172790.0,873028468.0
2303029.0,961004938.0
36594.0,638142640.0
473050.0,279564533.0
67830.0,768449301.0
3412.0,541943562.0
180675.0,806833628.0
2589431.0,520944951.0
227909.0,521908327.0
51953.0,1535021256.0
490846.0,627817371.0
651643.0,203919019.0
210225.0,408118238.0
50001.0,3161639272.0
51255.0,793238959.0
872019.0,592590818.0
768545.0,704497739.0
2898758.0,1007750739.0
326768.0,347866674.0
66014.0,803674212.0
2303025.0,1016121320.0
29674.0,492270386.0
87088.0,414499397.0
382121.0,1796737094.0
49212.0,351989704.0
326968.0,393332932.0
98584.0,260518658.0
284366.0,561227150.0
4529.0,384518444.0
16681.0,377564430.0
1249515.0,3775579356.0
4155.0,321641293.0
257458.0,711715600.0
2709.0,357621245.0
29737.0,293483606.0
4023.0,442441229.0
112807.0,391034357.0
51501.0,20168172258.0
1616475.0,716456892.0
101013.0,214184023.0
1616479.0,497295157.0
34182.0,375177971.0
2898761.0,669865430.0
210077.0,255049420.0
213017.0,2432613740.0
52706.0,525283493.0
13579.0,243591218.0
83906.0,316026324.0
4491.0,4226360594.0
103351.0,603559200.0
175104.0,1504784.0
34163.0,220032134.0
764202.0,482889921.0
3213.0,407864335.0
55184.0,398581865.0
47617.0,517429527.0
490850.0,744777403.0
63459.0,1087411675.0
219896.0,186807087.0
3719.0,362403986.0
3049805.0,886072993.0
34308.0,388366942.0
139927.0,706397096.0
141467.0,209214572.0
56931.0,583068608.0
3369.0,9239540489.0
41398.0,1007764254.0
124947.0,456554097.0
200489.0,2451754542.0
142860.0,842448022.0
109975.0,7606604.0
74825.0,1195152964.0
1862640.0,1300254627.0
91213.0,600151230.0
185238.0,526512877.0
326274.0,404192229.0
55188.0,1154204.0
39271.0,410677362.0
472368.0,1521360707.0
3915.0,454426400.0
39510.0,2139538954.0
1413687.0,328089417.0
681434.0,678289703.0
266091.0,484869040.0
71450.0,208752592.0
3656.0,374772472.0
34285.0,732154658.0
3694.0,392256073.0
13708.0,621195486.0
41578.0,1301745180.0
29695.0,849281002.0
13415.0,8513066914.0
4039.0,430397194.0
13419.0,737025245.0
50452.0,171788040.0
630343.0,1315054614.0
35608.0,1793396406.0
316719.0,2183361891.0
34289.0,744535494.0
84005.0,452681481.0
4533.0,14440416.0
123417.0,167770331.0
47622.0,1605310299.0
183836.0,513052933.0
4487.0,5336424591.0
43782.0,711048948.0
2862204.0,110114145.0
73575.0,617129882.0
37657.0,1185087342.0
258209.0,1298478752.0
55571.0,480026477.0
3752.0,627615895.0
112863.0,1669658834.0
198213.0,397748660.0
1492673.0,469801272.0
561372.0,1001447681.0
663965.0,542343195.0
40149.0,393639427.0
106618.0,210391494.0
434235.0,460817029.0
485725.0,1038494862.0
47085.0,575848570.0
164727.0,830804238.0
65948.0,216122097.0
343904.0,1242098486.0
2083489.0,287973299.0
119951.0,3152134.0
3476.0,475834238.0
63057.0,387958189.0
501393.0,773239.0
1541731.0,592317821.0
2589455.0,1019962703.0
32247.0,268681390.0
185493.0,804071636.0
39905.0,1208945359.0
4108.0,765361945.0
1762906.0,419123650.0
398630.0,917728278.0
586722.0,511771795.0
2303041.0,797671755.0
130453.0,1075955319.0
444605.0,514425394.0
114476.0,535679409.0
314410.0,301638393.0
105231.0,104209716.0
796727.0,532308037.0
1663611.0,400259620.0
2589459.0,1013032577.0
3767.0,503888133.0
889485.0,315873059.0
39414.0,1199994514.0
28532.0,249929577.0
4072.0,3103116129.0
13333.0,706332640.0
1471847.0,763890317.0
212056.0,1025096742.0
49829.0,6790757438.0
3832.0,440787129.0
185002.0,500939359.0
28511.0,1916685124.0
3986.0,453773921.0
4093.0,4231287016.0
114280.0,886977840.0
161101.0,360444074.0
4236.0,1975250349.0
129365.0,689848007.0
338544.0,962363065.0
378904.0,522519483.0
146534.0,3777787481.0
3523.0,268942579.0
454933.0,316784023.0
138028.0,749107765.0
189791.0,1323468532.0
3334.0,24943568506.0
1042139.0,405179882.0
45619.0,1002677761.0
46118.0,304398433.0
2905994.0,785385750.0
83802.0,345516278.0
103480.0,721168657.0
1550601.0,354544825.0
273540.0,1225359862.0
194200.0,382352052.0
107608.0,402294022.0
366594.0,3685054491.0
99038.0,6801056618.0
43711.0,217784944.0
122812.0,205277765.0
193515.0,716322747.0
441023.0,740035655.0
55843.0,434551858.0
2768810.0,937153372.0
53169.0,12118684.0
798322.0,2072015086.0
2589535.0,552878497.0
56038.0,652299147.0
2303057.0,692895338.0
128215.0,439011478.0
23110.0,1645647003.0
2563832.0,2290224625.0
2126282.0,384286440.0
405737.0,884533598.0
4528.0,326442508.0
3641.0,324719311.0
84609.0,4794733.0
2708.0,307473079.0
39325.0,1004558319.0
44586.0,2263674282.0
37427.0,640967017.0
79772.0,70819699.0
259893.0,4150407504.0
19768.0,977011471.0
2964567.0,1044617115.0
101012.0,206414839.0
90708.0,295462401.0
330163.0,469227738.0
142738.0,439663718.0
39329.0,795075733.0
665498.0,1003531354.0
164942.0,271680404.0
37682.0,247197181.0
4639.0,429479738.0
104324.0,1006559127.0
226208.0,547225525.0
1711249.0,707060912.0
65351.0,218996542.0
2589546.0,1042821989.0
47600.0,1193340224.0
185542.0,1421152287.0
57919.0,1217035493.0
69924.0,4471593.0
178133.0,346714100.0
157749.0,542714487.0
28930.0,540344453.0
97028.0,492653238.0
99437.0,1443151376.0
318445.0,267556816.0
49369.0,699903961.0
267548.0,529593104.0
183268.0,1671232404.0
63442.0,331341781.0
114204.0,73460779.0
418179.0,346579715.0
230574.0,3271491065.0
3702.0,119668634.0
50000.0,828727520.0
2898759.0,1069548688.0
2303024.0,1260607981.0
45691.0,939492075.0
63629.0,45165869.0
15000.0,168507919.0
87089.0,376699982.0
65409.0,386673738.0
2855397.0,853434300.0
29656.0,132009443.0
480971.0,212172521.0
70973.0,904130090.0
39639.0,1153358698.0
681435.0,572737029.0
34284.0,755203240.0
151430.0,243913910.0
396313.0,274354041.0
53854.0,429102545.0
34288.0,833895178.0
32201.0,649961136.0
49840.0,2075133938.0
4486.0,5796085646.0
87673.0,633712198.0
4532.0,858859173.0
1186188.0,722310630.0
3899.0,968215888.0
108278.0,634581834.0
110876.0,603255848.0
74628.0,366053319.0
63787.0,256351415.0
1138352.0,4233890534.0
105944.0,466098644.0
118354.0,601919567.0
3049804.0,425259646.0
128017.0,483436306.0
856984.0,734795577.0
396994.0,297342824.0
102599.0,20294305.0
192045.0,569617942.0
328401.0,3979502532.0
487684.0,2799374196.0
157791.0,10101158.0
337391.0,10277626.0
34305.0,394454697.0
126365.0,586418090.0
117272.0,370913848.0
91212.0,565449464.0
1478180.0,3114042503.0
34273.0,582006748.0
1071199.0,623865624.0
314463.0,298037631.0
171929.0,356592713.0
3662.0,269943085.0
2303032.0,616342432.0
3914.0,466744453.0
157753.0,498740979.0
163078.0,472349638.0
223870.0,591186982.0
3049803.0,1287901643.0
91219.0,913972398.0
140635.0,698195908.0
48231.0,225547060.0
55488.0,1215106734.0
72664.0,295494356.0
702255.0,5876633.0
90898.0,715406915.0
2303039.0,991084625.0
34278.0,1903576288.0
106548.0,662379014.0
85475.0,1245122665.0
