ID,Total Length (bp)
1117335.0,31548172.0
1754190.0,193032486.0
1806994.0,26244175.0
82268.0,31926619.0
1555241.0,21796879.0
1774096.0,31510542.0
110081.0,49458483.0
246404.0,35973405.0
2732419.0,23303880.0
109932.0,25900143.0
109871.0,24102166.0
286115.0,2081121.0
109957.0,44089900.0
2211651.0,81192468.0
1396496.0,26328562.0
1754191.0,56455805.0
2654861.0,48216127.0
109897.0,20918219.0
2724196.0,23450088.0
1907226.0,38103441.0
382532.0,21646612.0
64517.0,46846657.0
1352834.0,40192336.0
109884.0,36839710.0
261099.0,15700521.0
4814.0,28404701.0
447962.0,24650228.0
1396493.0,30619153.0
1357716.0,38362224.0
388810.0,46468912.0
110093.0,64917104.0
382530.0,13983420.0
109895.0,26238698.0
281842.0,30915201.0
1754192.0,71685009.0
1134077.0,23465858.0
329046.0,57018351.0
1604274.0,48956424.0
109936.0,50665862.0
109894.0,23695997.0
64509.0,42380874.0
261098.0,30010325.0
109889.0,24944094.0
2735257.0,38361113.0
1987568.0,100954185.0
920092.9333333333,40301250.0
,1813556250.0
