ID,Total Length (bp)
2572395.0,31620440.0
2771.0,11413374.0
2786.0,87888981.0
31436.0,31352538.0
282367.0,298484751.0
2690220.0,12072675.0
326257.0,832443459.0
2991671.0,281207062.0
95348.0,32689163.0
945030.0,299321041.0
45157.0,12336830.0
2777.0,75830223.0
700711.0,775180847.0
2991670.0,247554455.0
860625.0,507583893.0
260499.0,46695008.0
3028027.0,14511588.0
172961.0,77948086.0
31421.0,203941595.0
38362.0,28870885.0
101924.0,31189410.0
2782.0,88693116.0
231751.0,226237909.0
130081.0,13712004.0
41701.0,67827468.0
35688.0,19451899.0
2510777.0,79767677.0
217481.0,88600207.0
31447.0,124335700.0
448386.0,92180038.0
2769.0,104980420.0
2608709.0,46958778.0
2788.0,107590730.0
38544.0,336052185.0
1262161.0,53254617.0
1389228.0,14871243.0
131060.0,110458671.0
83374.0,17969193.0
719556.3684210526,145607319.97368422
,5533078159.0
