ID,Total Length (bp)
6206.0,169104283.0
79327.0,865587040.0
335511.0,216531548.0
6210.0,110837706.0
46835.0,1127753889.0
6185.0,400271889.0
6189.0,390101833.0
85432.0,211455966.0
79923.0,558124894.0
6198.0,620452578.0
2730667.0,2150072.0
6182.0,402743189.0
100268.0,841211332.0
82660.0,84346884.0
38744.0,404245338.0
2291463.0,2065465794.0
2991686.0,525085514.0
37629.0,67380660.0
6162.0,1428149015.0
3003519.0,131552618.0
6183.0,391422238.0
6216.0,165878914.0
57078.0,547921014.0
34504.0,922849782.0
2682772.0,601728533.0
100269.0,696536264.0
6207.0,107053072.0
59628.0,915809684.0
28841.0,142225902.0
6211.0,114963228.0
6184.0,373478075.0
53468.0,117181740.0
6188.0,388488086.0
147828.0,679245959.0
70667.0,539424504.0
157069.0,701762036.0
6192.0,1275107963.0
85433.0,168943216.0
99802.0,1258717181.0
27848.0,834556378.0
2783799.0,144178552.0
393876.0,379339432.0
102285.0,162943536.0
1163369.0,425029217.0
2991685.0,326665869.0
519352.0,115024622.0
282301.0,1040124789.0
39320.0,685355840.0
6205.0,103664560.0
2991682.0,597704782.0
6186.0,344202215.0
116851.0,939802929.0
60517.0,168679183.0
66787.0,109012297.0
6212.0,105959096.0
31246.0,340818150.0
6204.0,129810970.0
157070.0,1116403795.0
50054.0,434298389.0
117903.0,617344661.0
60516.0,531434409.0
6187.0,386083432.0
94034.0,240610560.0
48269.0,367396528.0
683711.0,220453370.0
27845.0,748157630.0
6161.0,854187087.0
2991684.0,580059439.0
2559711.0,226746154.0
492269.652173913,492859960.92753625
,34007337304.0
