ID,Total Length (bp)
67003.0,29822211.0
71805.0,27412799.0
62297.0,32320007.0
2720891.0,35300321.0
91374.0,107915492.0
5705.0,32520418.0
5684.0,27764161.0
5665.0,32057209.0
3039.0,1435499417.0
5692.0,41233446.0
1539007.0,35360925.0
5657.0,24962918.0
1470209.0,27546202.0
796356.0,67441112.0
5699.0,23865041.0
2761501.0,29506589.0
5718.0,30844810.0
5674.0,19219.0
1735714.0,26680300.0
59801.0,29959113.0
43998.0,22090251.0
83891.0,21334213.0
1902498.0,17721985.0
5715.0,32248164.0
5663.0,30761861.0
1576587.0,34808538.0
424813.0,26884447.0
5656.0,41297378.0
5694.0,26228029.0
5698.0,21157315.0
2761500.0,34958538.0
5679.0,30688794.0
59800.0,24250851.0
157538.0,30379903.0
71804.0,20934132.0
3041299.0,20548520.0
38248.0,22199164.0
715481.0,23303718.0
5689.0,31556583.0
5693.0,38589511.0
5664.0,32854833.0
5677.0,34152029.0
1463230.0,21547614.0
5661.0,32959864.0
51349.0,20296703.0
372075.0,38745164.0
59799.0,20976081.0
1808958.0,32054678.0
1580590.0,32368282.0
2720892.0,29272006.0
3041300.0,25860083.0
5691.0,64114264.0
5666.0,32139927.0
118010.0,97249925.0
40285.0,31398648.0
5670.0,32544702.0
1906844.0,25685437.0
288676.0,31522544.0
630703.0,199566941.0
1734386.0,21372715.0
5667.0,33648436.0
28005.0,27283778.0
44271.0,31924566.0
75058.0,39864394.0
40284.0,31269090.0
5671.0,32803248.0
5681.0,33890200.0
1620387.0,32280759.0
999947.0,23416870.0
796354.0,34077985.0
5697.0,25432160.0
5659.0,32156470.0
5660.0,38003648.0
2249476.0,34194276.0
59798.0,33783172.0
1003336.0,27235000.0
3041306.0,32901633.0
625854.7792207792,52608074.415584415
,4050821730.0
