ID,Total Length (bp)
102205.0,1096359891.0
308579.0,400131687.0
70779.0,447478678.0
2991876.0,470497020.0
2608285.0,485766386.0
70782.0,442824714.0
2072708.0,596808898.0
2039481.0,437629324.0
2582925.0,374392259.0
502968.0,770475485.0
686687.0,1218614357.0
69463.0,61443780.0
175771.0,275015094.0
114796.0,406637004.0
264074.0,618598448.0
165727.0,392938768.0
2840131.0,768013631.0
1843192.0,209392379.0
321803.0,213621014.0
497657.0,984430632.0
1140371.0,627238274.0
156436.0,383861656.0
2835637.0,484721796.0
51062.0,555325279.0
252671.0,420978673.0
174260.0,556858542.0
862612.0,554359501.0
45621.0,302084719.0
2614787.0,880046452.0
662020.0,298505522.0
275449.0,173585031.0
45264.0,386599652.0
46748.0,651363123.0
6087.0,852155112.0
334445.0,668467692.0
204328.0,503726495.0
6106.0,409058306.0
105610.0,643322625.0
104759.0,646152978.0
102202.0,373482476.0
760132.0,396351196.0
188704.0,68163509.0
269814.0,21613347.0
2840130.0,644501842.0
51056.0,551172847.0
114500.0,416875905.0
56245.0,223846148.0
2652724.0,256132296.0
2614786.0,689040755.0
128131.0,184371355.0
669202.0,150348159.0
151771.0,286131786.0
1285665.0,372657702.0
760129.0,432671475.0
134933.0,564042941.0
328561.0,566019393.0
46745.0,567871061.0
760133.0,461816543.0
2760912.0,339330422.0
2723959.0,367864585.0
1789172.0,313006248.0
13093.0,406347652.0
38281.0,278966790.0
1085956.0,254310768.0
35630.0,565063508.0
1193083.0,1308494669.0
2488326.0,215922282.0
117778.0,438047505.0
6123.0,297322833.0
329728.0,537977332.0
70783.0,403138309.0
328570.0,593601463.0
141011.0,559124966.0
686327.0,951575644.0
70778.0,416422065.0
6116.0,302768063.0
499914.0,256689583.0
6100.0,874912576.0
55974.0,447200179.0
2073167.0,501183593.0
46731.0,234333463.0
46704.0,715855090.0
500057.0,557065058.0
168710.0,768783262.0
313498.0,259053092.0
12993.0,366839413.0
478421.0,157953981.0
487818.0,543858579.0
2839827.0,663987347.0
513064.0,401478809.0
541214.0,748645361.0
51061.0,576510620.0
167633.0,460552712.0
86515.0,429909776.0
367916.0,216274671.0
340365.0,1259201252.0
1643395.0,539628319.0
1291152.0,297640555.0
51769.0,400604393.0
308567.0,470862503.0
6105.0,238179736.0
880219.0,258930084.0
6130.0,307445771.0
134931.0,410868066.0
104178.0,603805388.0
2712102.0,592849034.0
6088.0,1262382274.0
2608290.0,583317065.0
159855.0,420731913.0
2039479.0,401785703.0
262591.0,470011093.0
6118.0,428330991.0
58815.0,243681559.0
317549.0,606969498.0
417481.0,916983906.0
50429.0,397587675.0
1732519.0,357036910.0
1929007.0,428844380.0
6148.0,336819409.0
513426.0,549208561.0
504656.0,659744211.0
1962980.0,343024434.0
59785.0,43697446.0
685043.0,183949938.0
2493141.0,346410713.0
6136.0,131554742.0
6082.0,298800308.0
45351.0,356613585.0
2608291.0,859641056.0
160748.0,9958706.0
60662.0,69794587.0
500004.0,1037087141.0
1643393.0,918735318.0
168759.0,888530327.0
367763.0,394735330.0
329727.0,457932737.0
70780.0,400993167.0
1843197.0,212279008.0
48498.0,487607326.0
2918053.0,618132567.0
2073168.0,492361077.0
6145.0,376932402.0
46686.0,426326548.0
46732.0,347233126.0
203993.0,380505547.0
246299.0,652738455.0
798146.0,373613569.0
1206978.0,739717117.0
645706.0,294907392.0
388437.0,878658226.0
2840133.0,303676354.0
165100.0,537866164.0
128124.0,620643343.0
672230.0,467325690.0
2923275.0,486054230.0
419443.0,368009085.0
6131.0,304252072.0
727383.1273885351,478858044.3566879
,75180712964.0
