ID,Total Length (bp)
361072.0,26251846.0
361085.0,62220117.0
5759.0,19924566.0
1890364.0,38288105.0
5786.0,32320052.0
79012.0,30559666.0
1580589.0,52367397.0
882403.0,43156526.0
142831.0,48621035.0
261658.0,31019208.0
41668.0,25247492.0
5791.0,205175886.0
472931.0,39717957.0
361069.0,37126221.0
133408.0,57256845.0
361076.0,30529520.0
1037917.0,30325641.0
361123.0,45801537.0
306026.0,56717336.0
361071.0,46730677.0
361140.0,62160181.0
133409.0,25723383.0
361077.0,23375662.0
108607.0,48593103.0
361096.0,30952228.0
413518.72,46006487.48
,1150162187.0
