ID,Total Length (bp)
880429.0,671169925.0
311461.0,234989291.0
913647.0,511270184.0
6432.0,1193833463.0
1502715.0,376552470.0
735358.0,579918934.0
46595.0,1399825932.0
27915.0,572290832.0
351238.0,1017224661.0
6446.0,1426776566.0
2664684.0,77897245.0
6396.0,1052631503.0
1210413.0,1131150536.0
216498.0,1026046400.0
486152.0,157445284.0
271774.0,1187348741.0
6359.0,1469601079.0
169957.0,475020277.0
565147.0,623440138.0
2991677.0,1525284216.0
1196096.0,728619257.0
2991680.0,540251150.0
913705.0,269864813.0
1348078.0,151673145.0
53620.0,601252053.0
2922911.0,1481485712.0
238240.0,687706213.0
60958.0,171095250.0
2080241.0,1101720295.0
35632.0,787530981.0
913707.0,748082748.0
1131437.0,765247992.0
1209993.0,694348774.0
302032.0,1111828997.0
6412.0,235376169.0
332519.0,910194715.0
320977.0,28271961.0
2487007.0,1860754328.0
61847.0,987272990.0
375517.0,218276749.0
913645.0,525207436.0
6347.0,499544331.0
53616.0,879750636.0
104711.0,664980951.0
95538.0,701453095.0
283909.0,333283208.0
1210411.0,994890984.0
6421.0,187546627.0
913654.0,565857966.0
6398.0,986871717.0
718971.04,742599178.4
,37129958920.0
