ID,Total Length (bp)
65126.0,76963137.0
181584.0,74211101.0
358021.0,29684980.0
358014.0,74931553.0
1110540.0,88741208.0
5888.0,72094543.0
47894.0,103376019.0
342563.0,18352030.0
693449.0,32347234.0
94289.0,66368609.0
1229734.0,48308062.0
438878.0,68009465.0
40806.0,25820249.0
132687.0,67268221.0
47889.0,104195620.0
40633.0,37602994.0
1172189.0,496291018.0
438879.0,110940548.0
2936604.0,39658767.0
5936.0,58566570.0
331608.0,71082936.0
5987.0,62855846.0
5949.0,50164522.0
74790.0,26820297.0
5961.0,48549755.0
385029.0,76770783.0
5942.0,86619285.0
358019.0,21020104.0
356896.0,70962696.0
5885.0,30480878.0
43138.0,87295513.0
5893.0,93506076.0
37470.0,705880541.0
36767.0,49274941.0
2655020.0,82138524.0
47911.0,117068530.0
74723.0,88494540.0
358025.0,75162784.0
1703786.0,45543018.0
358017.0,65157109.0
5940.0,97295774.0
358022.0,112793142.0
5963.0,77831160.0
65129.0,98056381.0
2826164.0,81449866.0
47897.0,82176925.0
311387.0,52519477.0
5974.0,64049499.0
601995.0,56334789.0
65128.0,68016588.0
5911.0,199687001.0
2892839.0,98794667.0
43137.0,86439580.0
266149.0,55455357.0
5932.0,48799969.0
5886.0,86329489.0
2892824.0,54157846.0
47887.0,102020652.0
1481888.0,54657046.0
483635.10169491527,88566878.20338982
,5225445814.0
